target,governor,arrival_rate_rps,requests_sec,avg_power_watts,latency_avg_ms,latency_stdev_ms,latency_max_ms,p50_ms,p90_ms,p95_ms,p99_ms,wrk_output,powerstat_output
hotels,schedutil,1000,992.160000,29.17,3.730000,0.800570,12.050000,3.610000,4.700000,5.279000,6.590000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/1000/schedutil/client/logs/wrk_hotels_client_1000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/1000/schedutil/server/logs/powerstat_hotels_schedutil_1000.log
hotels,schedutil,3000,2993.180000,60.47,2.250000,0.599310,8.460000,2.120000,3.000000,3.385000,4.380000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/3000/schedutil/client/logs/wrk_hotels_client_3000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/3000/schedutil/server/logs/powerstat_hotels_schedutil_3000.log
hotels,schedutil,5000,4989.450000,73.56,2.400000,0.784570,11.700000,2.200000,3.370000,3.891000,5.190000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/5000/schedutil/client/logs/wrk_hotels_client_5000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/5000/schedutil/server/logs/powerstat_hotels_schedutil_5000.log
hotels,schedutil,7000,7008.880000,80.07,3.210000,1.310000,20.930000,2.910000,4.830000,5.727000,7.900000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/7000/schedutil/client/logs/wrk_hotels_client_7000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/7000/schedutil/server/logs/powerstat_hotels_schedutil_7000.log
hotels,schedutil,9000,8968.100000,83.28,5.650000,3.080000,44.930000,4.820000,9.480000,11.663000,17.020000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/9000/schedutil/client/logs/wrk_hotels_client_9000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/9000/schedutil/server/logs/powerstat_hotels_schedutil_9000.log
hotels,schedutil,11000,11004.620000,84.66,20.570000,16.180000,208.380000,15.490000,41.120000,52.543000,80.770000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/11000/schedutil/client/logs/wrk_hotels_client_11000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/11000/schedutil/server/logs/powerstat_hotels_schedutil_11000.log
hotels,schedutil,13000,11781.610000,84.70,3150.000000,1430.000000,6890.000000,3090.000000,5120.000000,5550.079000,6220.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/13000/schedutil/client/logs/wrk_hotels_client_13000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/13000/schedutil/server/logs/powerstat_hotels_schedutil_13000.log
hotels,schedutil,15000,11841.490000,84.87,7450.000000,3050.000000,14520.000000,7450.000000,11590.000000,12222.463000,13110.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/15000/schedutil/client/logs/wrk_hotels_client_15000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/15000/schedutil/server/logs/powerstat_hotels_schedutil_15000.log
hotels,schedutil,17000,11780.520000,84.64,10800.000000,4430.000000,20070.000000,10860.000000,16880.000000,17694.719000,18600.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/17000/schedutil/client/logs/wrk_hotels_client_17000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/17000/schedutil/server/logs/powerstat_hotels_schedutil_17000.log
hotels,schedutil,19000,11834.060000,84.70,13230.000000,5430.000000,23710.000000,13200.000000,20790.000000,21725.183000,22680.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/19000/schedutil/client/logs/wrk_hotels_client_19000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/19000/schedutil/server/logs/powerstat_hotels_schedutil_19000.log
