target,governor,arrival_rate_rps,requests_sec,avg_power_watts,latency_avg_ms,latency_stdev_ms,latency_max_ms,p50_ms,p90_ms,p95_ms,p99_ms,wrk_output,powerstat_output
hotels,schedutil,1000,1000.550000,31.06,3.720000,0.802040,11.340000,3.590000,4.690000,5.247000,6.580000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/1000/schedutil/client/logs/wrk_hotels_client_1000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/1000/schedutil/server/logs/powerstat_hotels_schedutil_1000.log
hotels,schedutil,3000,2992.620000,65.91,2.230000,0.603010,9.180000,2.100000,2.990000,3.373000,4.400000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/3000/schedutil/client/logs/wrk_hotels_client_3000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/3000/schedutil/server/logs/powerstat_hotels_schedutil_3000.log
hotels,schedutil,5000,5015.050000,81.52,2.410000,0.792830,12.990000,2.210000,3.390000,3.921000,5.230000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/5000/schedutil/client/logs/wrk_hotels_client_5000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/5000/schedutil/server/logs/powerstat_hotels_schedutil_5000.log
hotels,schedutil,7000,6981.950000,88.69,3.210000,1.320000,25.490000,2.900000,4.830000,5.735000,7.950000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/7000/schedutil/client/logs/wrk_hotels_client_7000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/7000/schedutil/server/logs/powerstat_hotels_schedutil_7000.log
hotels,schedutil,9000,9006.530000,92.27,5.810000,3.250000,61.890000,4.910000,9.800000,12.103000,17.790000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/9000/schedutil/client/logs/wrk_hotels_client_9000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/9000/schedutil/server/logs/powerstat_hotels_schedutil_9000.log
hotels,schedutil,11000,10924.400000,93.82,22.810000,19.200000,214.270000,16.700000,46.330000,60.735000,96.320000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/11000/schedutil/client/logs/wrk_hotels_client_11000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/11000/schedutil/server/logs/powerstat_hotels_schedutil_11000.log
hotels,schedutil,13000,11780.670000,94.08,3790.000000,1700.000000,8570.000000,3740.000000,6110.000000,6553.599000,7290.000000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/13000/schedutil/client/logs/wrk_hotels_client_13000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/13000/schedutil/server/logs/powerstat_hotels_schedutil_13000.log
hotels,schedutil,15000,11793.940000,94.04,8600.000000,3700.000000,16860.000000,8610.000000,13680.000000,14376.959000,15310.000000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/15000/schedutil/client/logs/wrk_hotels_client_15000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/15000/schedutil/server/logs/powerstat_hotels_schedutil_15000.log
hotels,schedutil,17000,11824.940000,94.01,12240.000000,5270.000000,22920.000000,12210.000000,19500.000000,20447.231000,21560.000000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/17000/schedutil/client/logs/wrk_hotels_client_17000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/17000/schedutil/server/logs/powerstat_hotels_schedutil_17000.log
hotels,schedutil,19000,11811.600000,93.99,15250.000000,6530.000000,27850.000000,15290.000000,24260.000000,25346.047000,26480.000000,/tmp/hotelReservation-power-sweeps/20260426T124309Z/19000/schedutil/client/logs/wrk_hotels_client_19000.log,/tmp/hotelReservation-power-sweeps/20260426T124309Z/19000/schedutil/server/logs/powerstat_hotels_schedutil_19000.log
